区域,卧室数,客厅数,房屋面积,楼层高低,是否是地铁房,是否是学区房,价格（万/m2）
丰台,1,1,42.5,中,1,0,4.26
朝阳,2,0,57.9,低,1,0,5.69
海淀,1,1,73.3,中,0,0,5.26
西城,3,2,151.3,高,1,0,7.3
石景山,2,1,90.1,高,1,0,4.23
石景山,2,1,72.6,高,1,0,3.82
东城,1,1,94.4,高,1,0,7.57
丰台,2,1,59.5,高,0,0,4.7
朝阳,2,1,85.1,高,1,0,6.2
朝阳,2,2,109.3,中,1,0,4.89
丰台,3,2,137.8,中,1,0,4.13
丰台,2,1,55.4,高,1,0,4.94
朝阳,2,1,81.1,低,1,0,6
石景山,2,1,50.1,高,1,0,4.48
海淀,2,2,84.1,高,0,0,5.54
海淀,2,1,58.5,高,1,0,5.89
东城,2,1,116.2,中,1,0,7.31
海淀,2,1,65.9,高,1,0,6.31
石景山,1,1,60.7,低,1,0,3.92
朝阳,2,1,103.1,低,1,0,6.24
东城,3,1,99.9,低,1,1,9.92
东城,4,2,253.4,中,1,1,6.74
东城,4,3,246.1,低,1,0,5.63
西城,1,1,45,中,1,1,11.32
东城,2,1,62.5,高,1,0,5.83
东城,3,1,75.6,低,1,1,10.1
朝阳,4,2,169.2,高,0,0,4.1
丰台,3,1,124.7,高,0,0,3.67
石景山,1,1,48.2,中,1,0,3.7
西城,2,2,75.5,低,1,0,9.23
朝阳,1,1,63.6,低,0,1,6
东城,2,1,52.1,中,1,1,10.43
东城,3,1,161.8,高,1,0,7.03
石景山,3,1,126.2,中,0,0,4.92
东城,3,2,125.5,中,1,1,7.75
东城,1,1,60.1,低,1,1,6.91
东城,1,1,52.6,低,1,1,8.34
丰台,2,1,60.2,低,1,0,5.53
石景山,3,2,140.9,高,1,0,5.11
西城,2,1,52.4,高,1,1,9.67
石景山,3,1,89.3,中,1,0,4.11
石景山,3,1,85.7,低,1,0,4.87
东城,1,1,46.6,高,1,0,5.67
东城,2,1,50.3,中,0,0,5.69
朝阳,2,1,54.3,中,1,0,6.45
海淀,2,1,57.4,低,1,1,9
海淀,3,2,179.7,低,1,0,6.2
丰台,1,1,36.3,高,1,0,4.85
西城,2,1,59.8,低,1,1,9.51
海淀,3,1,83,低,1,1,9.44
朝阳,2,1,71.3,中,1,1,5.3
西城,1,1,42.5,中,1,1,10.98
朝阳,1,1,67.9,中,1,1,5.65
海淀,3,1,134.4,中,1,0,5.96
朝阳,2,2,77.3,高,0,1,6.16
朝阳,2,1,56.3,低,1,0,6.25
石景山,1,2,62,中,1,0,5.29
朝阳,2,2,112.5,中,1,0,4.93
西城,2,1,62.3,中,1,1,8.18
东城,2,0,56.9,低,1,0,6.8
东城,2,1,53.6,高,1,1,8.58
东城,2,2,90.1,高,1,0,7.71
朝阳,4,2,169.8,低,1,0,6.62
海淀,1,1,48.5,高,1,0,5.92
丰台,1,1,54.3,高,1,0,4.61
石景山,3,1,85.9,高,1,0,3.88
西城,3,1,76,中,1,1,9.58
石景山,2,1,260.6,低,1,0,5.05
西城,3,1,69.5,低,1,0,8.97
丰台,2,1,58.1,高,1,0,5.36
西城,3,1,72.1,中,1,1,9.31
丰台,2,2,87.6,低,1,0,4.5
石景山,1,1,54.6,中,0,0,4.69
石景山,2,1,59.6,低,0,0,3.37
丰台,2,1,56.2,中,1,0,4.09
东城,1,0,200.7,低,0,0,5.09
东城,2,1,59.4,低,1,1,7.66
丰台,1,1,42.6,中,0,0,5.17
东城,1,1,56.9,高,1,1,7.61
东城,1,1,82.1,高,1,1,8.17
东城,1,1,72.7,中,1,0,6.81
西城,3,1,80.6,高,1,0,8.97
西城,2,1,62.8,低,1,1,11.39
海淀,3,2,169.5,高,1,1,8.87
丰台,2,1,58.2,中,1,0,4.72
海淀,2,1,52.8,低,1,1,8.98
海淀,1,1,53.1,高,0,0,7.22
海淀,2,2,190.6,中,1,1,7.04
海淀,3,1,156.8,低,1,0,7.11
海淀,2,1,83.4,中,1,0,6.5
西城,2,1,66.3,中,1,0,8.24
东城,2,1,63.4,低,1,0,8
石景山,1,1,61.9,低,1,0,4.33
海淀,2,1,106.1,低,1,0,7.03
朝阳,2,1,133.5,中,1,0,5.01
海淀,2,1,58,高,1,1,10.08
东城,3,1,90.5,高,1,0,8.83
西城,3,2,129,低,1,0,9.06
石景山,2,1,46.5,高,0,0,4.75
西城,3,1,90.5,中,1,1,10.19
海淀,3,2,129.3,低,1,0,6.49
东城,4,2,264.7,中,1,0,6.73
东城,2,1,50.8,低,1,1,10.31
朝阳,2,1,50.5,高,1,0,6.33
东城,3,1,133,低,1,0,6.13
丰台,2,1,99.4,高,0,0,3.78
海淀,2,1,59.4,中,1,1,7.1
东城,2,1,83.9,低,1,0,6.9
东城,4,1,272.8,高,1,0,7.67
东城,2,1,113.5,低,1,1,7.49
丰台,2,1,76.1,高,1,0,4.77
西城,2,1,57.2,低,1,0,8.12
丰台,2,1,91,中,1,0,4.17
石景山,2,1,108.3,中,0,0,4.42
东城,2,1,128.5,低,1,1,8.28
石景山,2,2,103.2,高,1,0,5.72
西城,3,1,74.4,高,1,0,9.25
丰台,2,1,92.8,低,1,0,3.91
西城,2,1,64.5,中,1,1,9.76
海淀,2,1,105.2,中,1,0,5.32
东城,2,1,79.1,中,1,0,7.21
西城,2,1,90.8,中,1,0,9.64
东城,1,1,67.5,中,1,1,8.22
丰台,1,1,56,中,1,0,4.88
朝阳,3,2,139.6,高,1,0,6
石景山,2,1,80.8,中,1,0,3.6
朝阳,3,1,78.6,高,1,0,5.88
西城,2,1,83.4,中,1,0,6.34
朝阳,3,2,135.2,中,0,0,4.92
朝阳,2,1,65.7,高,1,0,5.24
东城,3,1,105.1,中,1,1,9.48
海淀,2,1,70.6,低,1,1,8.76
朝阳,3,2,132,中,0,0,4.44
朝阳,2,2,89.1,中,1,1,8.12
石景山,2,2,112.4,低,1,0,4.98
朝阳,1,1,64.8,高,1,0,5.17
朝阳,1,1,39.5,中,1,0,5.94
东城,2,1,64.4,高,1,1,8.62
丰台,4,2,170,中,1,0,4.16
朝阳,1,1,42.3,高,1,1,4.95
西城,2,1,54.7,高,1,1,10.73
西城,2,1,77.8,高,1,1,10.86
西城,3,1,132,低,0,0,7.01
丰台,2,1,62.5,高,0,0,3.62
丰台,2,1,81.2,低,1,0,4.72
东城,2,1,54.3,高,1,1,7.32
丰台,2,1,95.3,低,1,0,5.19
石景山,1,1,38.7,高,1,0,5.18
西城,5,3,249.4,高,1,1,10.28
东城,3,1,79.5,中,1,0,7.67
朝阳,3,2,154.7,高,1,0,5.38
东城,4,2,118.9,高,1,1,9.23
东城,1,2,60.7,中,0,0,6.64
朝阳,1,1,45,低,1,0,6.12
西城,2,1,58.4,低,1,0,7.71
朝阳,3,2,131.7,高,1,0,5.67
西城,2,2,95.8,中,1,0,6.87
西城,2,1,67.4,高,1,1,9.17
西城,3,1,104.1,高,1,0,8.31
朝阳,2,2,85.6,低,0,0,4.65
海淀,3,1,151,低,1,0,6.9
石景山,1,0,45.8,低,1,0,5.02
海淀,2,1,73,低,0,0,5.37
朝阳,2,2,110.7,低,1,0,5.63
丰台,3,1,68.3,中,1,0,4.88
东城,2,1,60.9,中,1,1,9.8
西城,2,1,55.9,高,1,1,10.46
海淀,2,2,116.2,中,1,1,10.02
西城,1,1,67.3,高,1,0,7.01
东城,3,2,114.9,高,1,0,7.43
丰台,2,1,67.6,低,1,0,4.28
丰台,2,1,52.5,中,1,0,4.02
东城,2,1,72.4,中,1,1,8.66
海淀,2,1,59.5,中,1,1,9.08
西城,2,1,56.2,中,1,1,11.69
朝阳,2,2,103.1,高,0,0,4.27
朝阳,2,1,59.2,中,0,0,4.43
东城,2,1,71.5,高,1,0,7.88
朝阳,3,1,68.9,中,1,1,6.27
西城,2,1,74.4,高,1,1,8.32
丰台,3,2,130.5,高,0,0,3.71
西城,2,1,56.8,低,1,0,8.74
朝阳,2,1,92,低,1,1,6.82
石景山,2,1,63.4,高,0,0,3.54
丰台,1,0,60.7,低,1,0,4.6
西城,2,1,55.4,高,1,0,8.4
石景山,2,1,81.5,低,1,0,3.73
朝阳,3,2,164.2,中,1,0,6.41
西城,3,1,82.4,高,1,0,9.09
石景山,3,1,71.4,中,1,0,4.28
丰台,1,1,48.9,低,1,0,5.1
石景山,3,1,183.9,低,0,0,3.89
海淀,3,0,75.3,低,1,1,9.87
石景山,1,1,50.2,中,1,0,5.18
东城,1,1,47.8,高,1,1,8.71
西城,1,1,63.4,中,1,0,6.97
朝阳,3,2,169.9,高,1,1,7.36
石景山,2,1,70,低,1,0,4.23
西城,2,1,63.3,中,1,0,7.3
西城,1,1,41.7,中,1,1,12.16
丰台,2,1,68.9,中,1,0,5.38
海淀,3,2,161.3,低,1,0,6.03
朝阳,3,2,171.6,低,0,0,4.96
朝阳,3,2,129.5,中,0,0,5.72
朝阳,1,1,72.3,低,1,0,5.43
丰台,2,1,109.5,中,1,0,4.82
朝阳,1,1,48.8,高,1,0,6.3
石景山,1,1,53.6,中,0,0,4.18
东城,3,2,157.8,中,1,0,7.32
西城,2,1,61,中,1,1,7.96
丰台,2,2,97.1,高,1,0,5.28
朝阳,3,2,130.9,高,1,0,5.92
朝阳,2,2,117.6,高,1,0,5.97
海淀,2,2,91.2,低,0,1,7.5
丰台,2,2,97.9,低,1,0,4.76
海淀,3,2,103.8,中,1,0,6.54
石景山,3,1,70.3,高,1,0,4.62
西城,3,2,150.7,中,1,1,8.01
朝阳,1,1,63.6,高,1,0,4.96
石景山,2,2,115.4,高,1,0,5.95
西城,1,1,46.7,中,1,1,9.65
丰台,2,1,92.2,高,0,0,4.49
西城,4,2,219.6,中,1,1,6.79
朝阳,3,2,133.9,中,1,1,7.72
朝阳,2,1,106.9,低,1,0,4.56
朝阳,3,2,134.5,高,1,0,5.47
东城,3,1,107,低,1,0,8.62
石景山,2,2,85.6,高,0,0,4.48
朝阳,2,1,56.1,低,1,0,6.48
海淀,3,1,126.9,高,1,0,6.88
朝阳,2,2,92.7,低,1,0,5.42
东城,2,1,51.4,低,1,0,7.34
东城,1,1,86.4,高,1,0,5.92
东城,2,1,64,高,1,1,8.82
东城,3,2,124.8,高,1,1,8.47
丰台,3,1,129.9,中,0,0,3.87
丰台,2,2,94.7,低,1,0,5.77
东城,2,1,89,低,1,0,6.99
东城,1,1,69.9,中,1,1,8.18
海淀,3,1,128.6,高,1,1,7.75
石景山,1,1,70.2,高,1,0,5.17
西城,3,1,123.7,高,1,1,9.72
朝阳,1,1,69.2,中,1,0,4.78
朝阳,3,2,149.7,高,1,1,7.39
海淀,4,2,263.7,低,1,1,8.07
丰台,3,1,127.8,高,0,0,4.47
朝阳,2,2,87.8,中,1,0,6.63
海淀,2,1,62.4,高,0,1,7.49
丰台,2,0,57.1,高,1,0,4.25
东城,2,2,93.1,高,1,1,8.32
海淀,2,2,94.3,中,0,1,8.57
西城,2,2,107.2,中,0,0,6.11
丰台,5,2,243.3,高,1,0,4.11
东城,2,2,118.2,中,1,0,9.33
西城,1,1,33.4,高,0,0,6.96
海淀,1,0,59.8,低,0,1,6.19
海淀,2,1,87.3,中,1,0,5.37
石景山,2,1,57.3,低,0,1,3.42
丰台,2,1,100.3,中,1,0,3.99
东城,1,0,64,低,1,0,5.55
石景山,1,1,57.8,中,0,0,3.51
东城,2,1,65,中,1,0,8.47
丰台,2,1,108.3,中,1,0,4.85
丰台,3,2,122.3,中,0,0,5.14
朝阳,1,0,37.6,中,1,0,6.58
石景山,1,1,42.9,中,1,1,4.87
西城,1,1,37.5,中,1,1,9.2
石景山,2,2,93.4,低,0,0,5.09
石景山,2,2,99.6,低,0,0,4.78
东城,2,1,68.4,中,1,0,6.82
丰台,1,1,123.1,低,1,0,5.27
海淀,2,1,88.9,中,1,0,7.52
石景山,3,2,132,高,0,0,5.38
石景山,2,1,61.7,中,1,0,4.33
东城,2,1,129.9,低,1,0,8.63
丰台,3,1,82.2,低,0,0,4.16
丰台,2,2,93.5,高,1,0,4.39
石景山,2,1,45.9,低,1,0,5.08
东城,3,1,84.2,中,1,1,9.09
朝阳,1,1,40.6,中,1,0,4.61
朝阳,3,2,127.3,低,1,0,6.43
东城,2,1,72.7,高,1,0,7.59
朝阳,3,2,174.4,中,0,0,5.36
朝阳,3,2,146.3,高,1,0,5.89
丰台,1,1,72.4,中,1,0,3.83
东城,1,1,51.6,高,1,1,6.45
西城,2,1,92.8,中,1,0,9.34
丰台,4,3,102.3,高,1,0,5.74
东城,2,1,63.8,高,0,1,6.99
丰台,3,1,97.9,高,1,0,4.27
丰台,2,1,67.2,高,1,0,5.16
朝阳,3,2,153.2,中,0,0,5.37
东城,1,1,67.4,中,1,0,7.7
石景山,1,1,66.9,低,1,0,3.86
丰台,2,1,69.3,高,0,0,4.08
东城,3,1,67,高,1,0,8.25
东城,4,2,213.6,高,1,1,6.93
丰台,1,1,68.2,中,1,1,6.39
海淀,3,1,77.8,高,1,0,6.95
丰台,3,1,69.2,高,0,0,3.82
东城,1,1,49.1,低,1,0,6.33
西城,2,1,68.9,中,1,1,10.66
丰台,1,1,58.4,高,1,0,3.68
西城,2,1,61.2,高,1,0,9.18
丰台,2,1,61.2,高,1,0,4.82
丰台,3,2,122.8,低,1,0,5.39
东城,2,1,51,高,1,1,9.27
西城,3,1,70.5,中,1,0,10.26
西城,2,1,71.3,低,1,0,7.71
东城,2,1,55.9,高,1,0,8.77
海淀,3,1,70.3,中,1,1,9.24
东城,1,1,100.8,低,1,0,7.58
东城,1,1,46.6,中,1,1,9.8
丰台,3,1,111,低,1,0,4.6
东城,1,1,39.1,高,1,0,6.24
西城,1,1,40.1,高,1,0,8.65
朝阳,3,1,81.3,低,1,1,6.09
西城,3,1,79.3,中,1,1,9.03
丰台,1,1,48.2,中,1,0,4.99
西城,1,1,40.9,中,1,1,10.14
海淀,3,2,137.1,中,0,0,5.79
朝阳,2,1,75.3,高,1,0,5.44
西城,2,1,63.4,高,1,1,8.34
丰台,1,1,43.2,高,1,0,5.74
东城,2,2,105.8,低,1,1,7.94
东城,2,1,72.4,中,1,0,6.77
海淀,3,1,73.6,低,1,0,8.56
海淀,3,2,251.9,高,1,0,7.84
海淀,1,1,76.2,低,1,1,7.56
东城,3,0,76.6,低,1,0,6.78
西城,2,1,61.3,高,1,1,10.27
石景山,2,1,86.5,低,1,0,4.59
朝阳,1,1,51.6,中,1,0,4.8
海淀,2,1,56.4,中,1,1,7.13
西城,1,1,52.1,低,1,0,7.49
丰台,2,1,74.9,中,1,0,5.44
东城,2,1,63.7,中,1,0,8.46
朝阳,2,1,104,中,1,0,4.48
西城,3,1,78.7,低,1,1,8.66
朝阳,1,1,44.8,低,1,1,7.06
朝阳,4,3,263.3,高,1,0,6.14
丰台,3,2,140.1,低,1,1,4.4
丰台,1,1,65.4,低,1,0,4.27
朝阳,3,2,146.4,低,1,0,6.04
东城,1,1,44.3,高,1,0,8.67
朝阳,2,1,64.9,低,1,0,4.62
东城,1,1,97.8,低,1,1,8.78
石景山,1,1,70.8,低,1,0,4.45
丰台,2,2,111.6,低,1,0,6.17
丰台,2,1,58,低,1,0,5.01
东城,3,2,187.2,中,1,0,7.87
石景山,2,2,56.1,中,0,0,3.88
海淀,2,1,57.9,高,1,1,8.11
丰台,4,2,162.1,低,0,0,4.88
石景山,2,1,59.9,高,1,0,4.25
西城,2,1,57.3,高,1,1,9.9
朝阳,3,2,185.7,低,1,0,6.82
丰台,2,1,94.7,高,0,0,4.39
西城,1,1,53.6,中,1,0,7.57
石景山,1,1,60.9,低,1,0,4.11
西城,2,1,58.8,高,1,0,7.08
丰台,3,2,155.3,低,1,0,5.89
丰台,2,2,103.6,中,0,0,3.69
东城,1,1,58.3,低,1,1,8.22
海淀,2,1,55.6,高,1,1,8.62
西城,2,1,57,中,1,1,9.64
东城,3,2,163,低,1,0,9.06
丰台,1,0,63.2,高,1,0,4.87
丰台,2,1,49.7,高,1,0,3.93
石景山,2,1,87.2,高,0,0,3.53
西城,3,1,77.4,高,1,0,6.99
丰台,2,2,100.8,中,1,0,6
西城,3,1,82.5,中,1,1,10.18
西城,2,1,61.2,低,1,1,8.69
海淀,5,3,267.1,高,1,1,7.56
东城,1,1,44.8,高,1,1,9
东城,3,1,87.8,低,0,0,4.57
海淀,1,1,56.5,高,1,0,7.16
朝阳,4,2,196.9,中,1,1,6.24
海淀,3,2,176.4,高,1,1,7.76
东城,1,0,77.6,中,1,0,7.21
海淀,2,1,88.4,中,1,1,7.3
朝阳,2,1,68.8,中,1,1,6.46
东城,1,1,100.2,高,1,0,8.06
丰台,2,1,63.4,中,1,0,5.21
石景山,3,1,85.1,中,1,0,3.81
海淀,2,1,59.7,中,1,1,8.04
东城,2,1,77.9,高,1,1,8.25
海淀,2,2,89,高,0,1,7.39
西城,1,1,42.3,高,1,0,9.2
西城,1,1,39.8,低,0,1,9.67
东城,3,2,156.4,低,1,0,8.12
海淀,2,1,57.2,中,1,1,8.95
海淀,3,2,123.6,中,1,1,6.55
东城,1,1,40.4,中,1,1,8.22
东城,2,1,55.1,低,1,1,10.11
东城,3,2,175.3,中,1,1,7.2
丰台,2,1,90.9,高,1,0,4.79
海淀,2,1,99.6,中,1,1,7.02
朝阳,2,1,57.4,低,1,0,4.64
丰台,2,1,59.5,高,1,0,3.76
石景山,2,0,61.1,高,0,0,3.47
朝阳,2,2,102,高,1,0,6.2
朝阳,1,1,55.1,中,1,0,6.48
西城,1,1,37.4,高,0,1,10.17
西城,2,1,120.2,中,1,0,8.85
东城,1,1,94.7,低,1,1,6.77
朝阳,2,1,68.2,中,1,0,6.56
丰台,1,1,57.9,低,1,0,4.31
朝阳,2,1,55.6,高,1,0,4.75
西城,3,2,120.2,中,1,0,8.18
丰台,2,2,113.2,中,1,0,4.44
西城,2,1,58.8,低,1,1,11.58
朝阳,2,1,55.4,高,1,0,5.22
丰台,4,2,163.4,高,1,0,5.47
石景山,2,1,61.3,中,1,0,4.32
丰台,2,1,74.1,中,0,0,3.58
东城,1,1,89.2,低,1,0,6.74
石景山,2,1,91.8,低,0,0,4.59
西城,2,2,109.4,中,0,0,7.94
朝阳,2,1,66.8,中,1,1,6.16
朝阳,2,2,143.3,高,1,0,6.89
朝阳,1,1,57.6,高,1,0,6.38
海淀,2,1,90.1,低,1,0,6.18
海淀,3,2,122.5,低,1,0,5.17
海淀,2,1,58.6,高,0,1,8.4
东城,3,1,97.5,中,1,0,7.13
朝阳,2,1,102.9,低,1,1,6.5
海淀,1,0,42.6,低,1,1,8.43
朝阳,3,1,87.8,中,1,0,6.49
朝阳,3,1,86.9,高,1,0,5.81
东城,1,1,51.6,中,1,1,7.27
东城,4,2,166.8,高,1,0,7.34
朝阳,2,2,88.1,中,1,1,7.28
朝阳,2,2,91,低,1,1,8.04
丰台,1,1,56.5,高,1,0,4.56
西城,2,1,59.6,高,1,1,10.95
西城,2,1,59.7,中,1,1,9.88
海淀,2,1,118.1,低,1,1,8.15
朝阳,1,1,67.6,高,1,0,5.21
海淀,1,1,67.5,高,1,1,7.46
石景山,2,1,56.1,中,0,0,3.79
海淀,2,2,110.7,高,0,1,7.69
海淀,2,1,74,高,1,1,8.79
东城,1,1,56.3,中,1,1,8.52
石景山,3,1,133.9,低,0,0,4.47
海淀,2,1,115.7,中,1,1,8.89
西城,3,2,120.6,高,0,0,6.34
东城,2,1,77.8,低,1,0,6.92
西城,3,1,86,高,1,1,8.34
海淀,2,1,54.6,低,1,0,6.94
西城,3,1,61.6,低,1,1,11.15
丰台,2,1,91.7,低,1,0,4.69
东城,1,1,56.3,高,1,1,6.83
朝阳,2,1,81.7,低,1,1,6.16
朝阳,2,2,110.3,中,0,1,6.57
东城,1,1,48.3,中,1,0,6.86
海淀,2,1,71.5,中,1,0,5.55
丰台,3,2,150.8,低,1,0,4.57
朝阳,2,1,61.5,高,1,0,4.66
朝阳,2,2,87.2,中,1,0,6.23
朝阳,1,1,61.5,低,1,0,6.69
西城,3,1,73.4,高,1,0,9.97
丰台,2,2,102.8,高,0,0,5.01
东城,1,1,61.9,高,1,0,5.09
朝阳,3,2,200.7,高,1,0,6.48
朝阳,2,2,104.7,高,1,0,5.49
海淀,3,1,93.1,中,1,1,7.47
海淀,2,1,123.2,低,0,0,6.19
丰台,2,1,65.8,低,1,0,5.13
东城,2,1,71.5,低,1,0,6.53
西城,3,1,88,高,1,1,9.23
海淀,2,2,90.5,低,1,1,9.34
海淀,2,1,63.4,高,1,0,7.26
东城,3,2,146,中,0,0,6.84
海淀,2,1,71.2,高,1,0,7.81
海淀,3,2,130.8,高,0,1,5.96
西城,2,1,82.9,高,1,0,6.97
海淀,2,1,55.6,高,1,1,9.57
西城,2,1,55.1,高,1,1,9
海淀,3,2,124.2,中,1,1,7.16
海淀,2,2,113.8,高,1,1,8.84
朝阳,1,1,42.2,中,1,1,5.61
海淀,3,2,118.4,中,1,1,6.66
丰台,2,1,81.3,中,1,0,4.46
朝阳,3,2,120.8,中,1,0,6.5
朝阳,2,1,90.8,中,1,0,5.96
海淀,2,1,69.5,高,1,0,7.76
丰台,2,1,123.5,高,1,0,5.09
朝阳,4,2,273.3,高,1,0,5.99
东城,2,1,75.2,高,1,1,8.47
西城,2,1,62,中,0,1,8.16
东城,3,1,135.4,低,0,0,4.99
丰台,1,1,57.8,高,0,0,3.45
丰台,2,1,93.5,中,1,0,3.87
西城,1,1,37.9,中,0,1,10.27
西城,2,1,63.2,低,1,1,10.81
丰台,2,1,113.6,低,1,0,4.26
丰台,1,1,39.8,高,1,0,5.13
东城,1,0,56.1,低,1,1,8.04
石景山,3,2,134.4,高,1,0,5.8
丰台,2,1,73.9,中,1,0,4.75
海淀,1,1,54.5,中,0,1,6.9
石景山,1,1,61.1,低,0,0,4.13
石景山,2,2,104.8,中,1,0,5.24
西城,2,1,83.1,低,1,1,11.59
丰台,1,2,81.4,低,1,0,5.12
丰台,2,1,51.9,低,0,0,4.2
东城,1,1,47.8,中,1,1,7.23
东城,2,0,57.4,中,1,0,8.35
东城,2,1,73.7,低,1,1,8.55
海淀,2,1,58.3,中,1,1,9.1
朝阳,4,2,219.4,低,1,0,5.89
朝阳,3,1,123,高,1,0,5.84
海淀,3,1,96.2,低,1,1,7.9
丰台,2,1,49.3,中,1,0,5.27
海淀,3,2,124.4,高,1,1,8.38
朝阳,1,1,60.4,低,0,0,4.42
西城,2,1,55.5,低,1,0,8.5
东城,2,1,79.7,中,0,0,4.21
丰台,3,1,178.6,低,0,0,4.99
丰台,3,2,170,低,0,0,5.7
海淀,1,1,50.7,高,0,0,7.44
丰台,3,2,138,中,1,0,5.98
西城,3,1,79.8,中,1,0,8.68
海淀,3,2,105.6,高,1,1,8.16
东城,3,1,102.2,高,1,1,6.9
西城,1,1,58.5,低,1,1,9.06
海淀,1,1,65.1,低,0,0,5.96
朝阳,3,2,180.4,高,1,0,6.69
朝阳,2,1,74.9,中,1,0,5.82
朝阳,4,2,229.2,中,1,0,5.61
东城,3,2,155.7,高,1,1,8.05
丰台,3,2,186.7,低,0,0,5.8
东城,2,1,73,中,1,0,7.07
东城,2,1,58.9,中,1,0,7.62
东城,2,2,161.2,高,1,1,6.51
海淀,2,1,93.4,低,1,1,8.42
丰台,2,1,56.6,高,1,0,5.15
石景山,2,1,103.2,高,0,0,4.95
石景山,3,2,148.9,高,0,0,5.63
石景山,2,1,61.4,高,1,0,3.5
丰台,2,2,96.7,高,1,0,5.64
丰台,2,1,72.8,高,1,0,4.41
海淀,2,2,98.1,低,0,0,7.47
丰台,3,2,175.2,高,1,0,3.83
朝阳,1,1,60.2,中,0,0,5.45
朝阳,5,2,201.2,高,0,0,5.9
东城,2,1,43.5,高,1,1,7.78
西城,2,1,51.2,中,0,0,7.38
石景山,2,1,93.7,中,1,0,3.85
丰台,2,2,98.7,中,0,0,4.58
西城,3,2,120.3,低,0,0,6.43
朝阳,3,1,137.7,低,1,1,4.77
朝阳,3,1,144.3,低,1,1,5.44
朝阳,4,2,166.1,高,1,0,4.94
石景山,2,1,59.7,低,1,0,4.99
丰台,1,1,58.2,低,1,0,4.6
丰台,2,1,55.1,高,1,0,4.01
朝阳,2,2,101.6,低,1,0,4.93
朝阳,2,1,70.2,低,1,0,5.92
海淀,3,2,150.4,低,0,0,5.62
东城,4,2,294.3,低,1,0,8.16
海淀,2,1,79.1,中,1,1,8.51
东城,3,2,201.7,中,1,0,7.61
西城,5,2,235.1,高,1,1,6.92
西城,3,2,164.7,中,1,1,8.73
海淀,2,1,106.7,低,1,1,6.54
东城,1,1,114.3,中,1,0,6.05
东城,1,1,59.3,低,1,1,7.7
朝阳,2,1,58.5,中,1,0,6.49
丰台,3,3,175.1,高,1,0,5.57
西城,2,1,60.7,低,1,0,8.46
丰台,3,2,130.1,高,0,0,4.59
海淀,2,1,56.4,中,1,1,7.99
东城,2,1,73.4,低,1,1,8.24
东城,1,0,63.6,中,1,0,7.13
西城,3,2,117.3,中,1,1,8.65
东城,1,1,56,中,1,1,6.86
海淀,4,2,192.9,低,1,0,7.77
朝阳,2,1,74.5,低,0,0,5.36
朝阳,3,2,134.2,低,1,0,4.94
海淀,2,1,115.1,高,1,0,6.51
朝阳,2,2,151.8,高,0,0,4.98
海淀,2,1,65.9,高,1,0,7.98
海淀,1,1,86.1,中,1,0,7.47
西城,3,1,128.5,低,1,1,8.18
朝阳,2,1,52.6,高,1,0,7.07
石景山,2,1,89.2,高,1,0,4.72
石景山,3,1,116.6,低,1,0,4.4
石景山,3,1,113.1,高,1,0,3.75
丰台,2,1,56.9,低,1,0,5.81
丰台,1,1,55.3,中,0,0,4.88
东城,1,0,45.7,低,1,1,7.29
朝阳,1,2,66.4,高,1,1,7.13
东城,3,1,68.5,中,1,0,7.95
西城,3,2,134.4,高,1,0,8.23
东城,3,2,170.7,低,1,1,6.89
丰台,4,2,188.1,高,0,0,4.04
东城,1,1,45.5,中,1,1,7.79
朝阳,2,2,109.8,低,0,0,4.74
海淀,2,1,99.6,高,0,0,5.54
海淀,1,2,66.8,中,1,1,9.62
朝阳,1,1,68.9,高,1,0,6.63
西城,3,2,190.1,低,1,1,7.36
朝阳,2,1,69.4,低,1,1,5.07
海淀,2,1,102.1,中,1,0,6.81
海淀,2,2,100.5,高,1,1,9.2
丰台,2,1,75.5,中,1,1,5.99
朝阳,3,2,165.1,低,1,1,7.78
丰台,3,2,131.2,高,1,0,5.56
朝阳,3,2,129.3,低,0,0,4.7
西城,2,1,59.3,中,1,1,10.1
石景山,2,1,90.9,高,0,0,3.58
西城,2,1,69.5,高,1,1,8.98
东城,1,1,77.9,低,1,0,7.39
朝阳,2,1,87.8,中,1,0,5.45
朝阳,3,1,136.7,中,1,1,6.17
朝阳,2,2,89.9,中,0,1,6.84
东城,3,1,69.5,低,1,1,8.55
海淀,3,1,96.5,低,1,0,8.06
东城,2,1,69.5,低,1,0,6.88
朝阳,4,2,215.6,低,1,0,7.2
丰台,2,1,57,高,1,0,4.6
石景山,2,1,51.7,中,0,0,3.63
朝阳,2,2,99.1,低,1,0,6.8
西城,3,1,82.2,中,1,1,7.84
丰台,2,1,110.4,中,0,0,5.31
西城,2,1,43.9,中,1,1,12.21
西城,1,1,47.6,低,1,0,9.07
西城,1,0,49,低,1,1,8.79
丰台,2,1,98.6,高,0,0,3.84
东城,2,2,143.1,中,1,0,6.6
西城,3,1,90.5,低,1,1,8.38
海淀,4,2,251.1,低,0,0,6.02
朝阳,3,2,143.7,中,0,1,5.52
海淀,2,1,68.4,低,1,1,7.95
东城,3,0,89.2,低,1,1,9.4
东城,2,1,112.3,低,1,1,6.52
石景山,2,2,92.2,低,1,0,5.11
石景山,3,2,117.8,高,0,0,4.15
东城,1,1,83.1,高,1,0,7.62
海淀,3,1,102.7,高,0,1,5.81
海淀,4,2,176.7,中,1,0,6.64
